installid,date,size,cost,subsidy,zip,city,state
PGE-INT-113463000,2015-08-26,7.54,38604.8,0,95334,LIVINGSTON,CA
NJSRRE1535075413,2018-04-07,6.3,-1,0,08812,Dunellen,NJ
NJSRRE1532378275,2011-06-14,9.996,47404,5625,08857,OLD BRIDGE,NJ
SCE-INT-NST-85822,2019-05-23,7.064183673,29383.5,0,92336,FONTANA,CA
74204,2018-01-20,8.85,-1,-1,85355,Waddell,AZ
PGE-INT-113428622,2014-11-26,8.25,-1,0,95650,Loomis,CA
PGE-INT-113279034,2003-11-07,7.205,57211.17,24140,95746,Granite Bay,CA
SCE-INT-NST-110954,2019-09-30,3.84,19200,0,93551,PALMDALE,CA
SCE-INT-SCE-47228,2016-02-11,2.76,11235,3031,92374,Redlands,CA
1522,2009-07-10,6.3,-1,-1,85395,Goodyear,AZ
SCE-INT-500402122,2013-07-07,4,27542,695,93065,Simi Valley,CA
PGE-INT-113439098,2015-02-24,3.35,-1,0,93405,SAN LUIS OBISPO,CA
PGE-INT-113443308,2015-04-02,8.67,-1,0,95951,HAMILTON CITY,CA
SCE-INT-NST-118564,2019-11-13,3.497153061,19360,0,93534,LANCASTER,CA
PGE-INT-113498314,2016-01-04,18.2,93184,0,95658,NEWCASTLE,CA
LADWP-23027,2016-09-26,2.6,13260,642,91306,Winnetka,CA
927-22572,2009-04-23,8.82,67543,31048,06105,West Hartford,CT
SDGE-INT-32619,2013-05-31,7.848,39560,1325,92027,Escondido,CA
TEPDG-09697,2018-01-09,3.74,24375,0,85713,-1,AZ
105782,2020-04-20,1.77,-1,-1,86301,Prescott,AZ
PGE-INT-113363287,2013-03-12,7.68,-1,-1,93726,Fresno,CA
NJSRRE1534527235,2017-09-28,6.16,-1,0,07716,ATLANTIC HLDS,NJ
SMANG_25698,2020-08-04,11.025,63800,0,01033,Granby,MA
PGE-INT-113310825,2009-10-03,8.4,58663.39,10066,95938,Durham,CA
SCE-INT-SCE-85406,2016-10-11,4.4,8694,0,92571,PERRIS,CA
PGE-INT-113375421,2014-04-15,4.05,-1,0,95991,Yuba City,CA
69897,2017-10-31,7.245,-1,-1,85335,El Mirage,AZ
PGE-INT-119176322,2020-08-08,7.8,34805,0,95125,SAN JOSE,CA
SCE-INT-NST-66727,2018-11-15,5.091234694,25804.8,0,91748,ROWLAND HEIGHTS,CA
PGE-INT-115673492,2019-02-20,4.74,13138,0,93657,SANGER,CA
SCE-INT-500209098,2012-09-07,6.24,31044,1874,93551,Palmdale,CA
PGE-INT-113557104,2016-10-19,8.415,29439,0,95969,PARADISE,CA
SCE-INT-SCE-15485,2015-08-25,6.24,33700,0,92234,CATHEDRAL CITY,CA
SCE-INT-500337717,2013-12-29,2,9800,3087,92590,Temecula,CA
NJSRRE1539685139,2019-03-21,9.44,-1,0,08721,Bayville,NJ
SCE-INT-500609821,2014-12-05,8.297959184,-1,0,92337,FONTANA,CA
PGE-INT-113342122,2012-06-01,4.7,34520,867,93309,Bakersfield,CA
NFG-SR25630-53555,2016-02-23,4.42,15242.51,0,01904,Lynn,MA
SDGE-INT-175683,2018-09-18,3.25,16640,0,92104,SAN DIEGO,CA
PGE-INT-119872436,2020-10-14,5.0864,27223.56,0,95204,STOCKTON,CA
SCE-INT-500197113,2012-08-12,4.335,28091,2393,92626,Costa Mesa,CA
SCE-INT-NST-120212,2019-12-21,10.86486735,49665,0,92881,CORONA,CA
NFG-SR25630-60457,2015-06-16,4.68,15609.87,0,02642,Eastham,MA
SCE-INT-NST-140778,2020-04-17,8.32,33250.05,0,92335,FONTANA,CA
PGE-INT-113533988,2016-06-07,5.9961,26132.6,0,-1,-1,CA
82493,2018-08-02,5.13,-1,-1,85349,San Luis,AZ
NFG-SR25630-29304,2015-02-09,5.355,29559.6,0,01902,Lynn,MA
PGE-INT-113375972,2013-12-09,2,-1,-1,-1,-1,CA
95902,2019-08-17,9.9,-1,-1,85383,Peoria,AZ
SDGE-INT-112663,2016-06-03,4.16,17888,0,92128,SAN DIEGO,CA
NFG-SR25630-86220,2018-02-07,6.27,26459.4,0,02136,Boston,MA
PGE-INT-114735582,2018-07-20,6.08,31129.6,0,95206,STOCKTON,CA
PGE-INT-113353980,2013-08-31,2.5,8862,4431,95648,Lincoln,CA
CS2-C22943-03751,2010-12-21,5.4,33989.4,10500,02367,Plympton,MA
PVP66,2003-05-22,3.12469086557639,20066.78,10988.96,94301,Palo Alto,CA
RPV-50820,2020-08-01,3.84,15400,0,06096,Windsor,CT
SCE-INT-NST-69493,2018-12-27,6.885,20000,0,90262,LYNWOOD,CA
212470,2019-10-18,6.03,24542.1,1809,11208,Brooklyn,NY
LADWP-06209,2013-06-28,8.04,47180,6602,90045-6805,Westchester,CA
PGE-INT-114783846,2018-08-21,7.625,27730.5,0,95677,ROCKLIN,CA
SCE-INT-500369155,2013-06-07,12.06,61747,2560,92210,Palm Desert,CA
155657,2019-01-03,7.1,24100,-1,11758,Massapequa,NY
SCE-INT-NST-81407,2019-04-09,5.545438776,22320,0,92592,TEMECULA,CA
RPV-06500,2016-01-29,6.47,24450,0,06374,Plainfield,CT
SCE-INT-500630556,2014-12-19,5.786734694,-1,0,91708,CHINO,CA
SCE-INT-500543851,2014-06-22,10.5,40500,1482,92555,Moreno Valley,CA
SCE-INT-500169844,2012-07-04,2.3,9720,1296,92841,Garden Grove,CA
NFG-SR25630-81165,2016-11-02,9.6,38766,0,01844,Methuen,MA
PGE-INT-113614607,2010-04-12,6.16,-1,-1,-1,-1,CA
PGE-INT-113450006,2015-05-15,13.52,-1,0,95937,DUNNIGAN,CA
SDGE-INT-182518,2020-09-24,7.13,28520,0,92024,ENCINITAS,CA
1047154,2020-08-02,-1,-1,500,53575-3923,Oregon,WI
PGE-INT-113606445,2017-07-13,8.525,19000,0,95209,STOCKTON,CA
28017,2014-11-07,5.355,-1,-1,85375,Sun City,AZ
SCE-INT-NST-123117,2019-12-26,3.84,18163.2,0,92336,FONTANA,CA
NFG-SR25630-77567,2017-05-05,3.51,13373.1,0,02148,Malden,MA
SCE-INT-500687215,2015-05-01,7.206122449,-1,0,92234,CATHEDRAL CITY,CA
PGE-INT-114531295,2018-06-05,10.8,28500,0,95633,GARDEN VALLEY,CA
SMAES_26549,2020-09-14,12.8,53600,0,02050,Marshfield,MA
SCE-INT-500066290,2006-02-19,5.95,42793.87,13890.4,92345,Hesperia,CA
PGE-INT-113286520,2004-04-25,9,63385.78,30000,95437,Fort Bragg,CA
PGE-INT-113405283,2014-06-18,5.559,-1,0,95066,SCOTTS VALLEY,CA
194818,2019-10-23,5.49,20791.26,1647,10466,Bronx,NY
PGE-INT-115644079,2019-01-09,3.3275,16368,0,95206,STOCKTON,CA
SCE-INT-NST-45496,2018-06-25,7.8,25000,0,92308,APPLE VALLEY,CA
RPV-10491,2015-10-26,5.6,23184,2856,06096,Windsor Locks,CT
PGE-INT-117393187,2019-06-12,4.02,18090,1243,93636,Madera,CA
14709,2012-12-28,7.92,-1,-1,85375,Sun City West,AZ
NFG-SR25630-47366,2015-11-25,4.94,27664,0,01607,Worcester,MA
SCE-INT-500072680,2009-07-18,2.688,24157.68,4220,93514,Bishop,CA
NFG-SR25630-90271,2018-06-08,2.32,10672,0,01913,Amesbury,MA
SCE-INT-SCE-76351,2016-08-12,9.238030612,50201.6,0,-1,-1,CA
PGE-INT-114231420,2018-02-19,4.125,15000,0,95210,STOCKTON,CA
114101,2020-11-13,5.94,24948,-1,85022,Phoenix,AZ
PGE-INT-115787955,2019-02-08,8.7,33249.66,0,94566,PLEASANTON,CA
SDGE-INT-282997,2020-10-19,9.18,14000,0,92130,SAN DIEGO,CA
RPV-37766,2019-05-29,9.6,28636.8,0,06418,Derby,CT
270981,2018-09-07,10,28270,3500,12077,Glenmont,NY
SCE-INT-SCE-115351,2017-05-26,10.44,49700,0,92270,RANCHO MIRAGE,CA
PGE-INT-113317341,2010-09-22,10.56,63867,5396,95722,Meadow Vista,CA
1B4BPV-200934,2016-01-11,7.26810227272727,-1,-1,-1,Palm Desert,CA
OID4132889,2020-05-21,6.51,18235,-1,-1,-1,CO
SDGE-INT-175194,2018-10-31,4.48,20000,0,92058,OCEANSIDE,CA
SCE-INT-500585165,2011-05-28,4.23,33755.4,5030,92503,Riverside,CA
SCE-INT-SCE-76070,2016-08-12,6.006193878,17550,0,92377,RIALTO,CA
SCE-INT-500431616,2013-12-07,5.88,21035.59,846,90232,Culver City,CA
PGE-INT-120081259,2020-11-30,2.5432,11532,0,95212,STOCKTON,CA
SDGE-INT-110681,2016-04-04,6.095,19118,0,92130,SAN DIEGO,CA
SDGE-INT-94758,2015-11-06,9.54,48845,0,92082,VALLEY CENTER,CA
PGE-INT-117992989,2019-10-16,2.97,12999.99,0,95035,MILPITAS,CA
PGE-INT-115090720,2018-11-03,3,10800,0,94131,SAN FRANCISCO,CA
PGE-INT-114102210,2018-06-12,4.56,19000.15,0,93722,FRESNO,CA
73945,2018-01-17,12.47,-1,-1,85338,Goodyear,AZ
82241,2018-07-26,9.405,-1,-1,85326,Buckeye,AZ
SDGE-INT-223986 & SDGE-INT-223985,2019-11-14,6.615,24500,0,92071,SANTEE,CA
SDGE-INT-246379,2020-01-30,5.33,21944,0,92064,POWAY,CA
NFG-SR25630-68365,2016-08-31,4.16,18512,0,01107,Springfield,MA
NJSRRE1532575909,2016-10-12,6.36,-1,0,07733,Holmdel,NJ
1085682,2014-02-05,7.42,29680,10684.8,78746,-1,TX
88379,2019-01-08,12.76,-1,-1,85023,Phoenix,AZ
PGE-INT-113385435,2014-01-02,3,-1,0,95008,CAMPBELL,CA
PGE-INT-117967110,2019-12-11,3.2,13600,0,94539,FREMONT,CA
NFG-SR25630-84087,2017-09-29,5.7,24396,0,01906,Saugus,MA
PGE-INT-118926447,2020-05-22,8.32,33696,0,95206,STOCKTON,CA
PGE-INT-117748536,2019-08-20,9.57,40750.02,0,93711,FRESNO,CA
PGE-INT-119325446,2020-08-07,9.28,42331,0,95663,PENRYN,CA
PGE-INT-119173336,2020-06-23,5.8212,32486.4,0,93306,BAKERSFIELD,CA
SDGE-INT-213569,2019-12-27,8.19,28911,0,92058,OCEANSIDE,CA
SCE-INT-SCE-08521,2015-06-24,5.46,27955,0,92880,CORONA,CA
SCE-INT-SCE-97298,2017-01-09,4.436132653,7316,0,92404,SAN BERNARDINO,CA
SDGE-INT-252998,2020-03-12,3.3,8950,0,91932,IMPERIAL BEACH,CA
SCE-INT-SCE-03900,2015-06-19,5.61422449,30618,0,92592,TEMECULA,CA
OID3347854,2018-04-10,1.675,5527,-1,-1,-1,CO
PGE-INT-113294533,2007-05-01,2.268,-1,-1,93313,Bakersfield,CA
SCE-INT-500071420,2002-08-15,1.068,11098.24,4005,93555,Ridgecrest,CA
PGE-INT-113453171,2015-06-18,9.18,-1,0,95304,TRACY,CA
46638,2016-06-14,4.77,-1,-1,86314,Prescott Valley,AZ
74161,2018-01-19,5.22,-1,-1,85260,Scottsdale,AZ
SCE-INT-NST-51429,2018-08-06,7.012867347,14030,0,91791,WEST COVINA,CA
SCE-INT-500074142,2006-08-16,9.68,78941.85,23520,92591,Temecula,CA
113656,2020-11-03,10.4,26686.4,-1,85254,Scottsdale,AZ
SDGE-INT-173902,2018-08-27,7.2,19000,0,92064,POWAY,CA
SCE-INT-500205572,2012-07-27,5,24250,1513,92532,Lake Elsinore,CA
PGE-INT-113278266,2005-07-28,5.4,29380.16,12860,94010,Hillsborough,CA
SDGE-INT-76940,2015-06-16,8.06,-1,0,92059,PALA,CA
SCE-INT-500010620,2011-08-24,10.175,66646.25,12918,91761,Ontario,CA
PGE-INT-113531992,2016-06-22,8.514,15344,0,96080,RED BLUFF,CA
SDGE-INT-63397,2014-09-23,3.825,-1,0,92120,SAN DIEGO,CA
PGE-INT-113330196,2012-10-05,3.43,25124.38,779,94941,Mill Valley,CA
SDGE-INT-88113,2015-09-03,1.785,6248,0,92139,SAN DIEGO,CA
SCE-INT-SCE-54514,2016-03-24,3.85,17000.06,0,92630,LAKE FOREST,CA
SDGE-INT-180776,2018-11-14,6.84,39200,0,92154,SAN DIEGO,CA
